CODIGO;CODIGO BARRAS;REFERENCIA;DESCRIÇÃO;COD.FABRICANTE;FABRICANTE;UNIDADE;QUANTIDADE;QUANTIDADE-BLOQ;CST/CSOSN;VL-UNIT;VL-TOTAL;NCM;COD.GRUPO;DES.GRUPO;COD.SUBGRUPO;DES.SUBGRUPO;COD.MEDIDA;DES.MEDIDA;QUANT. COMPRA;QUANT. COMPRA MES;TIPO DE PRODUTO
   337.6 ;               ;                    ;ABACAXI AO VINHO 4 KG                              ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;        135,00;          0,00;           ;    17 ;REVENDA                                  ;     4 ;NORMAL                                   ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto/Revenda
   332.7 ;               ;                    ;AÇAÍ SPORT 3,6 KG                                  ;     1 ;CREMOSO              ;UN  ;         -1,000;          0,000;202;         91,00;        -91,00;           ;    17 ;REVENDA                                  ;     4 ;NORMAL                                   ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto/Revenda
   344.2 ;               ;                    ;BAG LEITE CONDENSADO 5 KG                          ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;         90,00;          0,00;           ;    17 ;REVENDA                                  ;     4 ;NORMAL                                   ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto/Revenda
   342.6 ;               ;                    ;BALDE 12L *VAGO*                                   ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    21.6 ;               ;                    ;BALDE 12L ABACAXI COM HORTELA SEM LACT             ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    22.4 ;               ;                    ;BALDE 12L ABACAXI SEM LACTOSE                      ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    23.2 ;               ;                    ;BALDE 12L ABACAXI SUIÇO                            ;     1 ;CREMOSO              ;UN  ;          0,000;          1,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    24.0 ;               ;                    ;BALDE 12L ALPINO                                   ;     1 ;CREMOSO              ;UN  ;         -1,000;          3,000;202;        125,00;       -125,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    25.7 ;               ;                    ;BALDE 12L AMORA                                    ;     1 ;CREMOSO              ;UN  ;         -1,000;          0,000;202;        125,00;       -125,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    26.5 ;               ;                    ;BALDE 12L BANANA COM NUTELLA                       ;     1 ;CREMOSO              ;UN  ;         -1,000;          2,000;202;        125,00;       -125,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
   343.4 ;               ;                    ;BALDE 12L BANOFFEE                                 ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    27.3 ;               ;                    ;BALDE 12L BLUE ICE                                 ;     1 ;CREMOSO              ;UN  ;          0,000;          2,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    28.1 ;               ;                    ;BALDE 12L BOKA LOKA                                ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    29.9 ;               ;                    ;BALDE 12L BRIGADEIRO                               ;     1 ;CREMOSO              ;UN  ;          0,000;          2,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    30.7 ;               ;                    ;BALDE 12L CAFÉ TRUFADO                             ;     1 ;CREMOSO              ;UN  ;         -1,000;          1,000;202;        125,00;       -125,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    31.5 ;               ;                    ;BALDE 12L CAJAMANGA SEM LACTOSE                    ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    32.3 ;               ;                    ;BALDE 12L CARAXI                                   ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    33.1 ;               ;                    ;BALDE 12L CEREJA                                   ;     1 ;CREMOSO              ;UN  ;         -1,000;          1,000;202;        125,00;       -125,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    34.9 ;               ;                    ;BALDE 12L CHOCOBISCOITO                            ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    35.6 ;               ;                    ;BALDE 12L CHOCOLAMORE                              ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    36.4 ;               ;                    ;BALDE 12L CHOCOLATE                                ;     1 ;CREMOSO              ;UN  ;          0,000;          1,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    37.2 ;               ;                    ;BALDE 12L CHOCOLATE BANANA E NOZES                 ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    38.0 ;               ;                    ;BALDE 12L CHOCONINHO                               ;     1 ;CREMOSO              ;UN  ;          0,000;          3,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    39.8 ;               ;                    ;BALDE 12L COCO BRANCO                              ;     1 ;CREMOSO              ;UN  ;         -1,000;          0,000;202;        125,00;       -125,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    40.6 ;               ;                    ;BALDE 12L COCO COM ABÓBORA                         ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    41.4 ;               ;                    ;BALDE 12L COCO DA MALÁSIA                          ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    42.2 ;               ;                    ;BALDE 12L COCO QUEIMADO                            ;     1 ;CREMOSO              ;UN  ;          0,000;          2,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    43.0 ;               ;                    ;BALDE 12L CREME                                    ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    44.8 ;               ;                    ;BALDE 12L CREME DE FRUTAS                          ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    45.5 ;               ;                    ;BALDE 12L CREME DIVINO                             ;     1 ;CREMOSO              ;UN  ;          0,000;          2,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    46.3 ;               ;                    ;BALDE 12L CREMOSO                                  ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    47.1 ;               ;                    ;BALDE 12L CREPÚSCULO                               ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    48.9 ;               ;                    ;BALDE 12L DIAMANTE NEGRO                           ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    49.7 ;               ;                    ;BALDE 12L DOCE DE LEITE                            ;     1 ;CREMOSO              ;UN  ;         -1,000;          1,000;202;        125,00;       -125,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    50.5 ;               ;                    ;BALDE 12L DOCE DE LEITE FOLHADO                    ;     1 ;CREMOSO              ;UN  ;          0,000;          1,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
     1.8 ;               ;                    ;BALDE 12L ESPECIAL MERENGUE                        ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;        145,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     1 ;ESPECIAL                                 ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
     2.6 ;               ;                    ;BALDE 12L ESPECIAL MOUSSE DE AVELÃ                 ;     1 ;CREMOSO              ;UN  ;         -1,000;          2,000;202;        145,00;       -145,00;21050090   ;     1 ;BALDE 12L                                ;     1 ;ESPECIAL                                 ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
     3.4 ;               ;                    ;BALDE 12L ESPECIAL NINHO COM NUTELLA               ;     1 ;CREMOSO              ;UN  ;         -2,000;          2,000;202;        145,00;       -290,00;21050090   ;     1 ;BALDE 12L                                ;     1 ;ESPECIAL                                 ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
     4.2 ;               ;                    ;BALDE 12L ESPECIAL OLHO DE SOGRA                   ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;        145,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     1 ;ESPECIAL                                 ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
     5.9 ;               ;                    ;BALDE 12L ESPECIAL PAÇOCA COM NUTELLA              ;     1 ;CREMOSO              ;UN  ;          0,000;          1,000;202;        145,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     1 ;ESPECIAL                                 ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
     6.7 ;               ;                    ;BALDE 12L ESPECIAL PEROLA NEGRA                    ;     1 ;CREMOSO              ;UN  ;          0,000;          1,000;202;        145,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     1 ;ESPECIAL                                 ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
     8.3 ;               ;                    ;BALDE 12L ESPECIAL+ AMEIXA                         ;     1 ;CREMOSO              ;UN  ;          0,000;          1,000;202;        165,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     2 ;ESPECIAL+                                ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
     7.5 ;               ;                    ;BALDE 12L ESPECIAL+ AÇAÍ SEM LACTOSE               ;     1 ;CREMOSO              ;UN  ;         -1,000;          0,000;202;        165,00;       -165,00;21050090   ;     1 ;BALDE 12L                                ;     2 ;ESPECIAL+                                ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
     9.1 ;               ;                    ;BALDE 12L ESPECIAL+ BOLO GELADO                    ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;        165,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     2 ;ESPECIAL+                                ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    10.9 ;               ;                    ;BALDE 12L ESPECIAL+ CAMAFEU                        ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;        165,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     2 ;ESPECIAL+                                ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    11.7 ;               ;                    ;BALDE 12L ESPECIAL+ CASADINHO                      ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;        165,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     2 ;ESPECIAL+                                ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    12.5 ;               ;                    ;BALDE 12L ESPECIAL+ CASADINHO COM LEITE NINHO E N  ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;        165,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     2 ;ESPECIAL+                                ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    13.3 ;               ;                    ;BALDE 12L ESPECIAL+ CASADINHO COM LEITE NINHO E T  ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;        165,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     2 ;ESPECIAL+                                ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    14.1 ;               ;                    ;BALDE 12L ESPECIAL+ EXTRA DARK                     ;     1 ;CREMOSO              ;UN  ;         -1,000;          1,000;202;        165,00;       -165,00;21050090   ;     1 ;BALDE 12L                                ;     2 ;ESPECIAL+                                ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    15.8 ;               ;                    ;BALDE 12L ESPECIAL+ FERRERO ROCHER                 ;     1 ;CREMOSO              ;UN  ;         -1,000;          0,000;202;        165,00;       -165,00;21050090   ;     1 ;BALDE 12L                                ;     2 ;ESPECIAL+                                ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    16.6 ;               ;                    ;BALDE 12L ESPECIAL+ MIL AMORES                     ;     1 ;CREMOSO              ;UN  ;          0,000;          2,000;202;        165,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     2 ;ESPECIAL+                                ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    17.4 ;               ;                    ;BALDE 12L ESPECIAL+ NUTELLA                        ;     1 ;CREMOSO              ;UN  ;         -3,000;         10,000;202;        165,00;       -495,00;21050090   ;     1 ;BALDE 12L                                ;     2 ;ESPECIAL+                                ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    18.2 ;               ;                    ;BALDE 12L ESPECIAL+ NUTELLA BRANCA                 ;     1 ;CREMOSO              ;UN  ;         -1,000;          2,000;202;        165,00;       -165,00;21050090   ;     1 ;BALDE 12L                                ;     2 ;ESPECIAL+                                ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    19.0 ;               ;                    ;BALDE 12L ESPECIAL+ PISTACHE CREMOSO               ;     1 ;CREMOSO              ;UN  ;         -2,000;          2,000;202;        165,00;       -330,00;21050090   ;     1 ;BALDE 12L                                ;     2 ;ESPECIAL+                                ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    20.8 ;               ;                    ;BALDE 12L ESPECIAL+ TOP CREMOSO                    ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;        165,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     2 ;ESPECIAL+                                ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    51.3 ;               ;                    ;BALDE 12L EXTREME                                  ;     1 ;CREMOSO              ;UN  ;         -1,000;          0,000;202;        125,00;       -125,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    52.1 ;               ;                    ;BALDE 12L FLOCOS                                   ;     1 ;CREMOSO              ;UN  ;         -2,000;          0,000;202;        125,00;       -250,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    53.9 ;               ;                    ;BALDE 12L FURACÃO                                  ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    54.7 ;               ;                    ;BALDE 12L GALAK                                    ;     1 ;CREMOSO              ;UN  ;          0,000;          1,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    55.4 ;               ;                    ;BALDE 12L IOGURTE COM AMARENA                      ;     1 ;CREMOSO              ;UN  ;         -1,000;          1,000;202;        125,00;       -125,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    56.2 ;               ;                    ;BALDE 12L KINDER BUENO                             ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    57.0 ;               ;                    ;BALDE 12L KINDER OVO                               ;     1 ;CREMOSO              ;UN  ;         -3,000;          1,000;202;        125,00;       -375,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    58.8 ;               ;                    ;BALDE 12L KIT KAT                                  ;     1 ;CREMOSO              ;UN  ;         -1,000;          2,000;202;        125,00;       -125,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    59.6 ;               ;                    ;BALDE 12L LEITE CONDENSADO                         ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    60.4 ;               ;                    ;BALDE 12L LEITE NINHO                              ;     1 ;CREMOSO              ;UN  ;          0,000;          3,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    61.2 ;               ;                    ;BALDE 12L LIMÃO SEM LACTOSE                        ;     1 ;CREMOSO              ;UN  ;         -1,000;          2,000;202;        125,00;       -125,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    62.0 ;               ;                    ;BALDE 12L LUA NOVA                                 ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    63.8 ;               ;                    ;BALDE 12L MAMÃO COM CASSIS                         ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    64.6 ;               ;                    ;BALDE 12L MANGA SEM LACTOSE                        ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    65.3 ;               ;                    ;BALDE 12L MARACUJÁ SEM LACTOSE                     ;     1 ;CREMOSO              ;UN  ;         -1,000;          0,000;202;        125,00;       -125,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    66.1 ;               ;                    ;BALDE 12L MARAVILHA                                ;     1 ;CREMOSO              ;UN  ;         -2,000;          2,000;202;        125,00;       -250,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    67.9 ;               ;                    ;BALDE 12L MENTA COM CHOCOLATE                      ;     1 ;CREMOSO              ;UN  ;         -1,000;          0,000;202;        125,00;       -125,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    68.7 ;               ;                    ;BALDE 12L MILHO VERDE                              ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    69.5 ;               ;                    ;BALDE 12L MORANGO                                  ;     1 ;CREMOSO              ;UN  ;          0,000;          3,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    70.3 ;               ;                    ;BALDE 12L MORANGO COM MARSHMALLOW SEM              ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    71.1 ;               ;                    ;BALDE 12L MORANGO SEM LACTOSE                      ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    72.9 ;               ;                    ;BALDE 12L MOUSSE DE FRUTAS VERMELHAS               ;     1 ;CREMOSO              ;UN  ;         -1,000;          1,000;202;        125,00;       -125,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    73.7 ;               ;                    ;BALDE 12L MOUSSE DE MARACUJÁ                       ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    74.5 ;               ;                    ;BALDE 12L MOUSSE DE UVA                            ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    76.0 ;               ;                    ;BALDE 12L NATA                                     ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    77.8 ;               ;                    ;BALDE 12L NINHO COM SENSAÇÃO                       ;     1 ;CREMOSO              ;UN  ;          0,000;          1,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    78.6 ;               ;                    ;BALDE 12L NINHO DE VALSA                           ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    79.4 ;               ;                    ;BALDE 12L NINHO TRUFADO                            ;     1 ;CREMOSO              ;UN  ;         -2,000;          6,000;202;        125,00;       -250,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    80.2 ;               ;                    ;BALDE 12L NOZES                                    ;     1 ;CREMOSO              ;UN  ;         -1,000;          0,000;202;        125,00;       -125,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    75.2 ;               ;                    ;BALDE 12L NÃO SEI                                  ;     1 ;CREMOSO              ;UN  ;          0,000;          1,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    81.0 ;               ;                    ;BALDE 12L OREO                                     ;     1 ;CREMOSO              ;UN  ;         -1,000;          0,000;202;        125,00;       -125,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    82.8 ;               ;                    ;BALDE 12L OURO BRANCO                              ;     1 ;CREMOSO              ;UN  ;          0,000;          1,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    83.6 ;               ;                    ;BALDE 12L OVOMALTINE                               ;     1 ;CREMOSO              ;UN  ;          0,000;          2,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    85.1 ;               ;                    ;BALDE 12L PASSAS AO RUM                            ;     1 ;CREMOSO              ;UN  ;          0,000;          1,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    86.9 ;               ;                    ;BALDE 12L PISTACHE                                 ;     1 ;CREMOSO              ;UN  ;          0,000;          1,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    87.7 ;               ;                    ;BALDE 12L PRESTÍGIO                                ;     1 ;CREMOSO              ;UN  ;          0,000;          1,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
    84.4 ;               ;                    ;BALDE 12L PÃO DE MEL                               ;     1 ;CREMOSO              ;UN  ;          0,000;          0,000;202;        125,00;          0,00;21050090   ;     1 ;BALDE 12L                                ;     3 ;TRADICIONAL                              ;     1 ;DIVERSOS                                 ;          0,000;          0,000;Produto
